Code,Ex,Date,Open,High,Low,Close,Adjusted_close,Volume,Prev_close,Change,Change_%
000002,,2016-03-17,24.43,24.43,24.43,24.43,22.6782,0
000333,,2016-03-17,20.0667,20.3067,19.8067,20.0267,12.2088,55288212
002415,,2016-03-17,13.4311,13.8533,13.4222,13.7289,5.7481,102670335
1125:HK,US,2016-03-17,0.023,0.023,0.023,0.023,0.0226,0
1808,,2016-03-17,1095,1119,1073,1088,1088,3231900
2768,,2016-03-17,242,243,236,239,239,12989800
600000,,2016-03-17,12.4406,12.5874,12.3427,12.4755,8.3002,114489795
600887,,2016-03-17,14.12,14.45,14.12,14.29,13.0903,51818778
601169,,2016-03-17,7.1319,7.1806,7.0486,7.1181,5.7745,284641300
601288,,2016-03-17,3.22,3.22,3.19,3.22,2.7753,229670454
601318,,2016-03-17,32.32,32.42,31.88,32.12,31.1822,87408324
A,US,2016-03-17,39.06,39.44,38.59,39.29,38.4325,1895669
AAAAX,US,2016-03-17,8.51,8.51,8.51,8.51,8.2581,0
AAADX,US,2016-03-17,14.55,14.55,14.55,14.55,13.2575,0
AAAGX,US,2016-03-17,8,8,8,8,7.9532,0
AAAIF,US,2016-03-17,0.06,0.06,0.06,0.06,0.06,0
AAAIX,US,2016-03-17,7.29,7.29,7.29,7.29,6.5232,0
AAALF,US,2016-03-17,28.7,28.7,28.7,28.7,23.8773,0
AAALY,US,2016-03-17,27.47,27.47,27.47,27.47,20.706,0
AAANX,US,2016-03-17,11.2,11.2,11.2,11.2,9.8809,0
AAAP,US,2016-03-17,34.46,34.9899,33.9,34.6,34.6,32327
AAAPX,US,2016-03-17,8.48,8.48,8.48,8.48,8.3196,0
AAAQX,US,2016-03-17,8.56,8.56,8.56,8.56,8.3475,0
AAARX,US,2016-03-17,7.38,7.38,7.38,7.38,6.6601,0
AAASX,US,2016-03-17,8.44,8.44,8.44,8.44,8.1646,0
AAATX,US,2016-03-17,9.95,9.95,9.95,9.95,9.454,0
AAAUX,US,2016-03-17,7.28,7.28,7.28,7.28,6.5027,0
AAAVX,US,2016-03-17,8.45,8.45,8.45,8.45,8.1506,0
AAAZX,US,2016-03-17,8.45,8.45,8.45,8.45,8.1498,0
AABA,US,2016-03-17,33.88,34.55,33.87,34.275,34.275,9335705
AABAX,US,2016-03-17,12.85,12.85,12.85,12.85,11.5772,0
AABCX,US,2016-03-17,13.03,13.03,13.03,13.03,12.7338,0
AABFX,US,2016-03-17,11.89,11.89,11.89,11.89,11.3157,0
AABNF,US,2016-03-17,61.2,61.2,61.2,61.2,49.1978,0
AABNX,US,2016-03-17,13.76,13.76,13.76,13.76,13.76,0
AABOX,US,2016-03-17,9.61,9.61,9.61,9.61,9.2206,0
AABPX,US,2016-03-17,13.2457,13.2457,13.2457,13.2457,12.7345,0
AABTX,US,2016-03-17,10.53,10.53,10.53,10.53,9.9525,0
AABVF,US,2016-03-17,0.089,0.089,0.089,0.089,0.089,0
AAC,US,2016-03-17,17.04,18.22,16.725,17.9,17.9,225143
AACAF,US,2016-03-17,6.58,6.58,6.58,6.58,4.9764,1
AACAY,US,2016-03-17,68.88,69.25,68.88,69.25,6.4185,33460
AACBX,US,2016-03-17,12.83,12.83,12.83,12.83,11.7497,0
AACCX,US,2016-03-17,5.4,5.4,5.4,5.4,5.0293,0
AACDX,US,2016-03-17,5.47,5.47,5.47,5.47,4.9688,0
AACEX,US,2016-03-17,12.49,12.49,12.49,12.49,2.7125,0
AACFX,US,2016-03-17,19.17,19.17,19.17,19.17,18.9294,0
AACIX,US,2016-03-17,13.2286,13.2286,13.2286,13.2286,12.6029,0
AACOX,US,2016-03-17,12.7,12.7,12.7,12.7,12.072,0
AACRX,US,2016-03-17,5.45,5.45,5.45,5.45,5.042,0
AACS,US,2016-03-17,0.0023,0.0023,0.0023,0.0023,0.0023,0
AACTF,US,2016-03-17,0.1431,0.145,0.14,0.14,0.14,51100
AACTX,US,2016-03-17,11.21,11.21,11.21,11.21,10.6173,0
AACYX,US,2016-03-17,10.62,10.62,10.62,10.62,8.6774,0
AADAX,US,2016-03-17,13.23,13.23,13.23,13.23,12.846,0
AADBX,US,2016-03-17,14.7174,14.7174,14.7174,14.7174,14.1263,0
AADCX,US,2016-03-17,13.09,13.09,13.09,13.09,12.9078,0
AADDX,US,2016-03-17,14.56,14.56,14.56,14.56,13.0875,0
AADEX,US,2016-03-17,24.296,24.296,24.296,24.296,21.3239,0
AADIX,US,2016-03-17,13.29,13.29,13.29,13.29,12.8131,0
AADR,US,2016-03-17,37.6,37.6,37.6,37.6,37.0416,453
AADRX,US,2016-03-17,13.19,13.19,13.19,13.19,12.8728,0
AADSX,US,2016-03-17,13.21,13.21,13.21,13.21,12.801,0
AADTX,US,2016-03-17,11.66,11.66,11.66,11.66,11.0456,0
AADYX,US,2016-03-17,13.2,13.2,13.2,13.2,12.7528,0
AAEBX,US,2016-03-17,13.08,13.08,13.08,13.08,12.8978,0
AAEEF,US,2016-03-17,0.1216,0.1216,0.1216,0.1216,0.1216,0
AAEH,US,2016-03-17,0.016,0.016,0.016,0.016,0.016,0
AAEMX,US,2016-03-17,8.11,8.11,8.11,8.11,7.8214,0
AAEQX,US,2016-03-17,12.58,12.58,12.58,12.58,2.809,0
AAETX,US,2016-03-17,12.09,12.09,12.09,12.09,11.4064,0
AAFTX,US,2016-03-17,12.09,12.09,12.09,12.09,11.4094,0
AAGAX,US,2016-03-17,24.52,24.52,24.52,24.52,24.52,0
AAGC,US,2016-03-17,0.0012,0.0012,0.0012,0.0012,0.0012,0
AAGH,US,2016-03-17,0.0055,0.0055,0.0055,0.0055,0.0055,0
AAGIY,US,2016-03-17,21.85,22.02,21.79,21.95,20.564,117170
AAGOX,US,2016-03-17,50.35,50.35,50.35,50.35,45.8738,0
AAGPX,US,2016-03-17,22.7702,22.7702,22.7702,22.7702,19.9327,0
AAGRX,US,2016-03-17,12.87,12.87,12.87,12.87,12.87,0
AAGTX,US,2016-03-17,12.26,12.26,12.26,12.26,11.5571,0
AAHMX,US,2016-03-17,10.3,10.3,10.3,10.3,9.6832,0
AAHTX,US,2016-03-17,12.36,12.36,12.36,12.36,11.6722,0
AAHYX,US,2016-03-17,6.78,6.78,6.78,6.78,6.3203,0
AAI,US,2016-03-17,0.5,0.5,0.5,0.5,0.5,0
AAIAX,US,2016-03-17,17.2,17.2,17.2,17.2,17.2,0
AAIBX,US,2016-03-17,10.5,10.5,10.5,10.5,10.1183,0
AAIEX,US,2016-03-17,17.1385,17.1385,17.1385,17.1385,16.205,0
AAIFX,US,2016-03-17,8.27,8.27,8.27,8.27,8.0877,0
AAIGF,US,2016-03-17,5.48,5.53,5.48,5.5,4.2903,58070
AAIIQ,US,2016-03-17,0.0262,0.0262,0.0262,0.0262,0.0262,4300
AAIIX,US,2016-03-17,8.19,8.19,8.19,8.19,7.2225,0
AAINX,US,2016-03-17,9.89,9.89,9.89,9.89,9.1491,0
AAIPX,US,2016-03-17,17.0048,17.0048,17.0048,17.0048,16.1837,0
AAIR,US,2016-03-17,0.0012,0.0012,0.0012,0.0012,0.0012,0
AAISX,US,2016-03-17,17.3791,17.3791,17.3791,17.3791,16.5541,0
AAIT,US,2016-03-17,0.1276,0.1313,0.1276,0.1298,0.1298,1678354
AAIYX,US,2016-03-17,11.22,11.22,11.22,11.22,9.2999,0
AAL,US,2016-03-17,42.31,42.31,41.82,42.1,41.2105,5960628
AALBF,US,2016-03-17,30.95,30.95,30.95,30.95,29.9255,0
AALGX,US,2016-03-17,23.96,23.96,23.96,23.96,23.4531,0
AALIX,US,2016-03-17,12.41,12.41,12.41,12.41,12.41,0
AALTX,US,2016-03-17,12.08,12.08,12.08,12.08,11.4009,0
AAMAF,US,2016-03-17,5.15,5.15,5.15,5.15,5.15,0
AAMAX,US,2016-03-17,9.6,9.6,9.6,9.6,9.1172,0
AAMBX,US,2016-03-17,11.68,11.68,11.68,11.68,10.8282,0
AAMC,US,2016-03-17,13.41,14.29,13.4099,13.75,13.75,13947
AAMCX,US,2016-03-17,9.6,9.6,9.6,9.6,9.1421,0
AAME,US,2016-03-17,4.152,4.17,4.025,4.16,4.0956,4127
AAMIX,US,2016-03-17,9.6,9.6,9.6,9.6,9.1172,0
AAMOX,US,2016-03-17,4.43,4.43,4.43,4.43,4.43,0
AAMPX,US,2016-03-17,12.14,12.14,12.14,12.14,10.3982,0
AAMTF,US,2016-03-17,0.032,0.032,0.032,0.032,0.032,0
AAMTX,US,2016-03-17,14.96,14.96,14.96,14.96,14.1912,0
AAN,US,2016-03-17,23.73,23.91,23.33,23.84,23.6655,482946
AANOF,US,2016-03-17,6.6,6.6,6.6,6.6,6.6,0
AANPX,US,2016-03-17,8.69,8.69,8.69,8.69,8.69,0
AANTX,US,2016-03-17,9.71,9.71,9.71,9.71,9.3442,0
AAOI,US,2016-03-17,17.29,17.94,17.19,17.65,17.65,160248
AAON,US,2016-03-17,25.97,26.9,25.97,26.63,26.1063,154136
AAOPX,US,2016-03-17,12.84,12.84,12.84,12.84,12.1684,0
AAP,US,2016-03-17,157.78,158.84,156.3,157.94,157.2704,580280
AAPAX,US,2016-03-17,8.7,8.7,8.7,8.7,8.7,0
AAPC,US,2016-03-17,10.2,10.37,10.2,10.37,10.37,374
AAPEX,US,2016-03-17,9.44,9.44,9.44,9.44,9.3095,0
AAPH,US,2016-03-17,0.0002,0.0003,0.0002,0.0003,0.0003,500100
AAPIX,US,2016-03-17,9.45,9.45,9.45,9.45,9.3184,0
AAPL,US,2016-03-17,105.52,106.47,104.96,105.8,101.5955,34420705
AAPT,US,2016-03-17,0,0,0,0,0,0
AARAX,US,2016-03-17,9.85,9.85,9.85,9.85,8.2233,0
AARBX,US,2016-03-17,23.38,23.38,23.38,23.38,19.4018,0
AARCX,US,2016-03-17,9.77,9.77,9.77,9.77,8.2135,0
AARIX,US,2016-03-17,13.33,13.33,13.33,13.33,13.33,0
