Code,Ex,Date,Open,High,Low,Close,Adjusted_close,Volume,Prev_close,Change,Change_%
000002,,2017-06-14,21.26,21.3,20.82,21.04,20.3517,23320862
000333,,2017-06-14,39.25,40.03,39.01,39.7,38.8039,40391966
002415,,2017-06-14,29.28,29.55,28.7,29.16,28.8135,68569461
1125:HK,US,2017-06-14,0.02,0.02,0.02,0.02,0.0197,0
1808,,2017-06-14,1496,1498,1471,1491,1491,1633400
2768,,2017-06-14,275,275,271,272,272,8755500
600000,,2017-06-14,12.41,12.46,12.28,12.38,12.38,37492860
600887,,2017-06-14,20.01,20.16,19.69,19.91,19.4505,64374433
601169,,2017-06-14,7.3333,7.3583,7.3083,7.35,5.9626,40133656
601288,,2017-06-14,3.47,3.48,3.43,3.44,3.1244,171284917
601318,,2017-06-14,47.19,47.47,45.91,46.18,44.8317,104198333
A,US,2017-06-14,59.54,59.78,59.05,59.38,58.8593,1202777
AA,US,2017-06-14,32.57,32.68,31.21,31.54,31.54,3714380
AAAAX,US,2017-06-14,9.19,9.19,9.19,9.19,9.0455,0
AAADX,US,2017-06-14,16.75,16.75,16.75,16.75,15.7796,0
AAAGX,US,2017-06-14,9.48,9.48,9.48,9.48,9.48,0
AAAIF,US,2017-06-14,0.06,0.06,0.06,0.06,0.06,0
AAAIX,US,2017-06-14,8.38,8.38,8.38,8.38,7.6146,0
AAALF,US,2017-06-14,27.0347,27.0347,27.0347,27.0347,25.5446,0
AAALY,US,2017-06-14,32.8126,32.8126,32.8126,32.8126,32.8126,0
AAANX,US,2017-06-14,13.04,13.04,13.04,13.04,11.6067,0
AAAP,US,2017-06-14,36.38,36.7,36.05,36.06,36.06,29938
AAAPX,US,2017-06-14,9.11,9.11,9.11,9.11,9.03,0
AAAQX,US,2017-06-14,9.24,9.24,9.24,9.24,9.1178,0
AAARX,US,2017-06-14,8.46,8.46,8.46,8.46,7.7512,0
AAASX,US,2017-06-14,9.12,9.12,9.12,9.12,8.9632,0
AAATX,US,2017-06-14,10.74,10.74,10.74,10.74,10.4767,0
AAAUX,US,2017-06-14,8.36,8.36,8.36,8.36,7.5832,0
AAAVX,US,2017-06-14,9.13,9.13,9.13,9.13,8.9611,0
AAAWX,US,2017-06-14,9.19,9.19,9.19,9.19,9.0466,0
AAAZX,US,2017-06-14,9.13,9.13,9.13,9.13,8.962,0
AABA,US,2017-06-14,52.42,54.26,52.16,52.63,52.63,72068964
AABAX,US,2017-06-14,13.62,13.62,13.62,13.62,12.8503,0
AABCX,US,2017-06-14,14.63,14.63,14.63,14.63,14.5471,0
AABFX,US,2017-06-14,13.01,13.01,13.01,13.01,12.7351,0
AABNF,US,2017-06-14,9.49,9.49,9.49,9.49,9.49,0
AABOX,US,2017-06-14,9.5,9.5,9.5,9.5,9.3234,0
AABPX,US,2017-06-14,14.98,14.98,14.98,14.98,14.7865,0
AABSX,US,2017-06-14,15.08,15.08,15.08,15.08,14.7828,0
AABTX,US,2017-06-14,11.39,11.39,11.39,11.39,11.09,0
AABUX,US,2017-06-14,17.61,17.61,17.61,17.61,16.855,0
AABVF,US,2017-06-14,0.1,0.1,0.1,0.1,0.1,0
AAC,US,2017-06-14,6.57,6.79,6.53,6.75,6.75,65257
AACAF,US,2017-06-14,12.525,12.525,12.525,12.525,12.0723,5
AACAY,US,2017-06-14,124.97,125.31,124.3,124.3,12.0901,33170
AACBX,US,2017-06-14,13.6,13.6,13.6,13.6,12.9288,0
AACCX,US,2017-06-14,5.78,5.78,5.78,5.78,5.4884,0
AACDX,US,2017-06-14,5.88,5.88,5.88,5.88,5.5082,0
AACEX,US,2017-06-14,8.29,8.29,8.29,8.29,3.0332,0
AACFX,US,2017-06-14,25.45,25.45,25.45,25.45,25.3083,0
AACGX,US,2017-06-14,5.88,5.88,5.88,5.88,5.8727,0
AACIX,US,2017-06-14,16.37,16.37,16.37,16.37,15.8187,0
AACOX,US,2017-06-14,14.64,14.64,14.64,14.64,13.916,0
AACRX,US,2017-06-14,5.85,5.85,5.85,5.85,5.5341,0
AACS,US,2017-06-14,0.0019,0.0019,0.0019,0.0019,0.0019,3000
AACTF,US,2017-06-14,0.137,0.137,0.137,0.137,0.137,0
AACTX,US,2017-06-14,12.23,12.23,12.23,12.23,11.9296,0
AACYX,US,2017-06-14,12.03,12.03,12.03,12.03,9.8294,0
AADAX,US,2017-06-14,15.23,15.23,15.23,15.23,14.9542,0
AADBX,US,2017-06-14,16.71,16.71,16.71,16.71,16.4855,0
AADCX,US,2017-06-14,15.05,15.05,15.05,15.05,14.8902,0
AADDX,US,2017-06-14,16.76,16.76,16.76,16.76,15.7494,0
AADEX,US,2017-06-14,29.22,29.22,29.22,29.22,26.3979,0
AADGX,US,2017-06-14,12.01,12.01,12.01,12.01,11.5766,0
AADIX,US,2017-06-14,15.31,15.31,15.31,15.31,14.9815,0
AADR,US,2017-06-14,47.4871,47.4871,46.5921,46.6458,46.2277,4480
AADRX,US,2017-06-14,15.18,15.18,15.18,15.18,14.9428,0
AADSX,US,2017-06-14,15.22,15.22,15.22,15.22,14.9296,0
AADTX,US,2017-06-14,12.93,12.93,12.93,12.93,12.6297,0
AADYX,US,2017-06-14,15.21,15.21,15.21,15.21,14.8975,0
AAEBX,US,2017-06-14,15.03,15.03,15.03,15.03,14.8703,0
