Code,Ex,Date,Open,High,Low,Close,Adjusted_close,Volume,Prev_close,Change,Change_%
000002,,2013-11-05,9.15,9.16,9,9.02,8.0943,61483870
000333,,2013-11-05,12.7947,12.8613,12.3227,12.4667,2.7317,84728403
002415,,2013-11-05,11.04,11.1733,10.8533,10.8533,4.268,33906762
1125:HK,US,2013-11-05,0.023,0.023,0.023,0.023,0.0226,0
1808,,2013-11-05,718,731,718,728,728,2686700
2768,,2013-11-05,188,189,185,186,186,5605200
600000,,2013-11-05,7.042,7.1329,6.993,7.014,3.9727,308834221
600887,,2013-11-05,13.2667,13.46,13.0067,13.1233,3.75,125553771
601169,,2013-11-05,3.7712,3.7857,3.7519,3.7616,1.97,79679230
601288,,2013-11-05,2.54,2.55,2.53,2.53,1.9389,60966205
601318,,2013-11-05,18.26,18.495,18.225,18.305,17.0666,35919044
A,US,2013-11-05,51.18,51.36,50.854,51.21,35.3522,2186696
AAAAX,US,2013-11-05,9.33,9.33,9.33,9.33,8.5351,0
AAADX,US,2013-11-05,15.23,15.23,15.23,15.23,11.8723,0
AAAGX,US,2013-11-05,7.11,7.11,7.11,7.11,6.9502,0
AAAIF,US,2013-11-05,0.25,0.25,0.25,0.25,0.25,0
AAAIX,US,2013-11-05,9.31,9.31,9.31,9.31,6.1046,0
AAALF,US,2013-11-05,37.32,37.32,37.32,37.32,31.0489,0
AAALY,US,2013-11-05,23.29,23.29,23.29,23.29,17.5552,0
AAANX,US,2013-11-05,12.5,12.5,12.5,12.5,9.6328,0
AAAPX,US,2013-11-05,9.26,9.26,9.26,9.26,8.7613,0
AAAQX,US,2013-11-05,9.38,9.38,9.38,9.38,8.6774,0
AAARX,US,2013-11-05,9.35,9.35,9.35,9.35,6.2826,0
AAASX,US,2013-11-05,9.27,9.27,9.27,9.27,8.4124,0
AAATX,US,2013-11-05,10.49,10.49,10.49,10.49,8.651,0
AAAZX,US,2013-11-05,9.28,9.28,9.28,9.28,8.347,0
AABA,US,2013-11-05,33.03,33.08,32.545,32.97,32.97,13473928
AABAX,US,2013-11-05,14,14,14,14,10.3651,0
AABCX,US,2013-11-05,13.37,13.37,13.37,13.37,11.5603,0
AABFX,US,2013-11-05,14.2,14.2,14.2,14.2,12.4377,0
AABNF,US,2013-11-05,47.35,47.35,47.35,47.35,38.064,0
AABNX,US,2013-11-05,15.43,15.43,15.43,15.43,15.43,0
AABOX,US,2013-11-05,9.42,9.42,9.42,9.42,8.6429,0
AABPX,US,2013-11-05,14.97,14.97,14.97,14.97,11.7833,0
AABTX,US,2013-11-05,10.87,10.87,10.87,10.87,9.0542,0
AABVF,US,2013-11-05,0.149,0.149,0.149,0.149,0.149,0
AACAF,US,2013-11-05,3.93,3.94,3.93,3.94,2.1438,1779
AACAY,US,2013-11-05,40.08,40.08,39.51,39.96,3.5515,31920
AACCX,US,2013-11-05,6.16,6.16,6.16,6.16,4.8002,0
AACFX,US,2013-11-05,20.22,20.22,20.22,20.22,19.46,0
AACIX,US,2013-11-05,14.34,14.34,14.34,14.34,11.5386,0
AACRX,US,2013-11-05,6.17,6.17,6.17,6.17,4.7578,0
AACS,US,2013-11-05,0.002,0.0027,0.002,0.0025,0.0025,174773
AACTF,US,2013-11-05,0.47,0.47,0.47,0.47,0.47,0
AACTX,US,2013-11-05,11.16,11.16,11.16,11.16,9.5791,0
AACYX,US,2013-11-05,13.46,13.46,13.46,13.46,10.9979,0
AADAX,US,2013-11-05,13.5,13.5,13.5,13.5,12.4807,0
AADBX,US,2013-11-05,16.3,16.3,16.3,16.3,13.4644,0
AADCX,US,2013-11-05,13.29,13.29,13.29,13.29,12.7661,0
AADDX,US,2013-11-05,15.24,15.24,15.24,15.24,11.6573,0
AADEX,US,2013-11-05,27.69,27.69,27.69,27.69,19.5991,0
AADIX,US,2013-11-05,13.59,13.59,13.59,13.59,12.346,0
AADR,US,2013-11-05,36.38,36.38,36.38,36.38,35.3691,0
AADRX,US,2013-11-05,13.44,13.44,13.44,13.44,12.5832,0
AADSX,US,2013-11-05,13.5,13.5,13.5,13.5,12.4183,0
AADTX,US,2013-11-05,11.73,11.73,11.73,11.73,9.9287,0
AADYX,US,2013-11-05,13.5,13.5,13.5,13.5,12.3253,0
AAEBX,US,2013-11-05,13.28,13.28,13.28,13.28,12.7561,0
AAEH,US,2013-11-05,0.01,0.01,0.01,0.01,0.03,0
AAEMX,US,2013-11-05,9.41,9.41,9.41,9.41,9.0751,0
AAEQX,US,2013-11-05,14.67,14.67,14.67,14.67,2.5327,0
AAETX,US,2013-11-05,12.15,12.15,12.15,12.15,10.2306,0
AAFTX,US,2013-11-05,12.14,12.14,12.14,12.14,10.2618,0
AAGAX,US,2013-11-05,27.41,27.41,27.41,27.41,27.41,0
AAGC,US,2013-11-05,0.003,0.003,0.003,0.003,0.003,63000
AAGH,US,2013-11-05,0.006,0.0069,0.006,0.006,0.006,46400
AAGIY,US,2013-11-05,20.07,20.07,19.89,20.04,18.4249,74032
AAGOX,US,2013-11-05,59.42,59.42,59.42,59.42,40.3847,0
AAGPX,US,2013-11-05,26.2,26.2,26.2,26.2,18.466,0
AAGRX,US,2013-11-05,14.95,14.95,14.95,14.95,14.95,0
AAGTX,US,2013-11-05,12.3,12.3,12.3,12.3,10.4021,0
AAHTX,US,2013-11-05,12.28,12.28,12.28,12.28,10.4972,0
AAHYX,US,2013-11-05,7.19,7.19,7.19,7.19,6.0857,0
AAI,US,2013-11-05,0.5,0.5,0.5,0.5,0.5,0
AAIAX,US,2013-11-05,19.92,19.92,19.92,19.92,19.92,0
