Code,Ex,Date,Open,High,Low,Close,Adjusted_close,Volume,Prev_close,Change,Change_%
000002,,2012-08-16,8.63,8.7,8.5,8.61,7.6093,26052034
000333,,2012-08-16,9.42,9.42,9.2,9.29,1.9551,53825726
002415,,2012-08-16,4.8744,4.8744,4.8744,4.8744,0.9298,0
1125:HK,US,2012-08-16,0.023,0.023,0.023,0.023,0.0226,0
1808,,2012-08-16,255,260,255,255,255,951200
2768,,2012-08-16,118,119,117,118,118,3016500
600000,,2012-08-16,5.2587,5.3007,5.2517,5.2797,2.9904,68141517
600887,,2012-08-16,6.3067,6.33,6.21,6.2667,1.7385,54228168
601169,,2012-08-16,3.5494,3.5638,3.5301,3.559,1.8639,29095051
601288,,2012-08-16,2.52,2.53,2.5,2.51,1.8085,39085931
601318,,2012-08-16,20.725,20.85,20.5,20.81,19.0591,28500416
A,US,2012-08-16,37.5,38.17,36.76,37.15,25.3139,17730932
AAAAX,US,2012-08-16,9.31,9.31,9.31,9.31,8.3158,0
AAADX,US,2012-08-16,12.92,12.92,12.92,12.92,9.4228,0
AAAGX,US,2012-08-16,5.57,5.57,5.57,5.57,5.4269,0
AAAIF,US,2012-08-16,0.37,0.37,0.37,0.37,0.37,0
AAAIX,US,2012-08-16,8.11,8.11,8.11,8.11,5.0732,0
AAALF,US,2012-08-16,14.52,14.52,14.52,14.52,12.0801,0
AAANX,US,2012-08-16,10.31,10.31,10.31,10.31,7.9452,0
AAAPX,US,2012-08-16,9.25,9.25,9.25,9.25,8.6105,0
AAAQX,US,2012-08-16,9.34,9.34,9.34,9.34,8.4574,0
AAARX,US,2012-08-16,8.2,8.2,8.2,8.2,5.2694,0
AAASX,US,2012-08-16,9.26,9.26,9.26,9.26,8.1867,0
AAATX,US,2012-08-16,9.66,9.66,9.66,9.66,7.6678,0
AAAZX,US,2012-08-16,9.25,9.25,9.25,9.25,8.1018,0
AABA,US,2012-08-16,14.81,15.01,14.75,14.99,14.99,24968962
AABAX,US,2012-08-16,12.82,12.82,12.82,12.82,9.0917,0
AABCX,US,2012-08-16,11.42,11.42,11.42,11.42,9.7721,0
AABFX,US,2012-08-16,12.59,12.59,12.59,12.59,10.3277,0
AABNF,US,2012-08-16,54,54,54,54,43.4098,0
AABNX,US,2012-08-16,13.44,13.44,13.44,13.44,13.44,0
AABOX,US,2012-08-16,9.44,9.44,9.44,9.44,8.3983,0
AABPX,US,2012-08-16,13.05,13.05,13.05,13.05,9.793,0
AABTX,US,2012-08-16,9.76,9.76,9.76,9.76,7.8302,0
AABVF,US,2012-08-16,0.4,0.4,0.379,0.38,0.38,74600
AACAF,US,2012-08-16,3.15,3.15,3.07,3.07,1.3019,10150
AACAY,US,2012-08-16,30.73,31.1975,30.73,31.1,2.6998,23510
AACC,US,2012-08-16,5.74,5.89,5.74,5.86,5.86,32466
AACCX,US,2012-08-16,5.85,5.85,5.85,5.85,4.3977,0
AACFX,US,2012-08-16,16.37,16.37,16.37,16.37,15.6558,0
AACIX,US,2012-08-16,10.82,10.82,10.82,10.82,8.1866,0
AACRX,US,2012-08-16,5.85,5.85,5.85,5.85,4.3296,0
AACS,US,2012-08-16,0.0033,0.0039,0.0033,0.0035,0.0035,37000
AACTX,US,2012-08-16,9.7,9.7,9.7,9.7,8.0834,0
AACYX,US,2012-08-16,10.73,10.73,10.73,10.73,8.7672,0
AADAX,US,2012-08-16,11.81,11.81,11.81,11.81,10.6298,0
AADBX,US,2012-08-16,14.15,14.15,14.15,14.15,11.1491,0
AADCX,US,2012-08-16,11.65,11.65,11.65,11.65,10.9772,0
AADDX,US,2012-08-16,12.92,12.92,12.92,12.92,9.2223,0
AADEX,US,2012-08-16,21.32,21.32,21.32,21.32,14.7611,0
AADIX,US,2012-08-16,11.87,11.87,11.87,11.87,10.4603,0
AADR,US,2012-08-16,29.1369,29.1369,29.1369,29.1369,28.1642,0
AADRX,US,2012-08-16,11.76,11.76,11.76,11.76,10.7462,0
AADSX,US,2012-08-16,11.8,11.8,11.8,11.8,10.5572,0
AADTX,US,2012-08-16,9.77,9.77,9.77,9.77,8.0414,0
AADYX,US,2012-08-16,11.8,11.8,11.8,11.8,10.4622,0
AAEBX,US,2012-08-16,11.65,11.65,11.65,11.65,10.9769,0
AAEH,US,2012-08-16,0.0035,0.005,0.0035,0.005,0.015,0
AAEMX,US,2012-08-16,8.18,8.18,8.18,8.18,7.8889,0
AAEQX,US,2012-08-16,11.83,11.83,11.83,11.83,2.0164,0
AAETX,US,2012-08-16,9.99,9.99,9.99,9.99,8.1662,0
AAFTX,US,2012-08-16,9.92,9.92,9.92,9.92,8.1595,0
AAGAX,US,2012-08-16,21.1,21.1,21.1,21.1,21.1,0
AAGC,US,2012-08-16,0.022,0.022,0.016,0.02,0.02,18600
AAGIY,US,2012-08-16,14.03,14.17,14.03,14.17,12.9056,14232
AAGOX,US,2012-08-16,46.66,46.66,46.66,46.66,31.5301,0
AAGPX,US,2012-08-16,20.21,20.21,20.21,20.21,13.9755,0
AAGRX,US,2012-08-16,13.96,13.96,13.96,13.96,13.96,0
AAGTX,US,2012-08-16,9.99,9.99,9.99,9.99,8.2411,0
AAHTX,US,2012-08-16,9.98,9.98,9.98,9.98,8.316,0
AAHYX,US,2012-08-16,6.75,6.75,6.75,6.75,5.4743,0
AAI,US,2012-08-16,0.5,0.5,0.5,0.5,0.5,0
AAIAX,US,2012-08-16,15.51,15.51,15.51,15.51,15.51,0
AAIBX,US,2012-08-16,9.89,9.89,9.89,9.89,9.0539,0
AAIEX,US,2012-08-16,15.49,15.49,15.49,15.49,13.3492,0
AAIFX,US,2012-08-16,9.7,9.7,9.7,9.7,9.2078,0
AAIGF,US,2012-08-16,3.55,3.55,3.55,3.55,2.1202,430
AAIIQ,US,2012-08-16,0.01,0.01,0.01,0.01,0.01,400
AAIIX,US,2012-08-16,9.12,9.12,9.12,9.12,6.4218,0
AAINX,US,2012-08-16,10.51,10.51,10.51,10.51,8.7048,0
AAIPX,US,2012-08-16,15.34,15.34,15.34,15.34,13.4919,0
AAISX,US,2012-08-16,15.81,15.81,15.81,15.81,13.8791,0
AAIT,US,2012-08-16,26.038,26.038,26.038,26.038,24.5872,0
AAIYX,US,2012-08-16,11.03,11.03,11.03,11.03,9.1424,0
AAL,US,2012-08-16,10.26,10.4,9.9,9.91,9.542,21335925
AALGX,US,2012-08-16,23.53,23.53,23.53,23.53,19.5338,0
AALIX,US,2012-08-16,11.9,11.9,11.9,11.9,11.9,0
AALTX,US,2012-08-16,9.79,9.79,9.79,9.79,8.1277,0
AAMBX,US,2012-08-16,11.84,11.84,11.84,11.84,9.6926,0
AAME,US,2012-08-16,2.54,2.67,2.54,2.65,2.5102,7344
AAMOX,US,2012-08-16,8.99,8.99,8.99,8.99,8.99,0
AAMPX,US,2012-08-16,11.3,11.3,11.3,11.3,7.2187,0
AAMTF,US,2012-08-16,0.05,0.05,0.05,0.05,0.05,0
AAMTX,US,2012-08-16,11.97,11.97,11.97,11.97,10.1184,0
AAN,US,2012-08-16,29.6,29.87,29.33,29.7,29.1668,299800
AANOF,US,2012-08-16,4.4,4.4,4.4,4.4,4.3108,0
AANPX,US,2012-08-16,10.97,10.97,10.97,10.97,10.97,0
AAON,US,2012-08-16,18.9,19.45,18.71,19.36,8.1461,74900
AAOPX,US,2012-08-16,11.3,11.3,11.3,11.3,9.3154,0
AAP,US,2012-08-16,71.36,72.75,71.21,72.46,71.5674,1519900
AAPAX,US,2012-08-16,11,11,11,11,11,0
AAPEX,US,2012-08-16,11.29,11.29,11.29,11.29,9.5475,0
AAPH,US,2012-08-16,0.197,0.2,0.1811,0.195,0.195,73540
AAPIX,US,2012-08-16,11.29,11.29,11.29,11.29,9.5358,0
AAPL,US,2012-08-16,631.21,636.76,630.5,636.34,81.19,63633563
AAPT,US,2012-08-16,0.0275,0.0389,0.027,0.038,0.038,9944839
AARBX,US,2012-08-16,26.22,26.22,26.22,26.22,14.4127,0
AARIX,US,2012-08-16,10.46,10.46,10.46,10.46,10.46,0
AASCX,US,2012-08-16,15.21,15.21,15.21,15.21,13.4458,0
AASL,US,2012-08-16,0.13,0.13,0.13,0.13,1.3,50
AASMX,US,2012-08-16,14.28,14.28,14.28,14.28,12.6873,0
AASOX,US,2012-08-16,30.4,30.4,30.4,30.4,30.4,0
AASP,US,2012-08-16,0.11,0.11,0.11,0.11,0.11,0
AASSX,US,2012-08-16,20.18,20.18,20.18,20.18,13.1314,0
AAST,US,2012-08-16,0.04,0.04,0.04,0.04,0.04,0
